id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
180,"Zafón, Carlos Ruiz|Sezzi, Lia",L'ombra Del Vento,9788804561309,A. Mondadori,2006-06-01,"Romanzi,",El cementerio de los libros olvidados (1)|Il Cimitero dei Libri Dimenticati (1),439,"A Barcellona una mattina d'estate del 1945 il proprietario di un negozio di libri usati conduce il figlio undicenne, Daniel, al Cimitero dei Libri Dimenticati, un luogo segreto dove vengono sottratti all'oblio migliaia di volumi di cui il tempo ha cancellato il ricordo. E qui Daniel entra in possesso di un libro ""maledetto"" che cambierà il corso della sua vita, introducendolo in un mondo di misteri e intrighi legato alla figura di Julián Carax, l'autore di quel volume. Un libro in cui Daniel ritrova a poco a poco inquietanti parallelismi con la propria vita...",Fiction / General,1396ba8ea0eabf40d693566ea59d98a0
181,"Coelho, Paulo|Estrada, C.",Amore,9788845264023,Bompiani,1972-02-12,"Romanzi,",,128,Romanzi,Literary Collections / Essays,6eeb926fc84ec907c98a3cfdf93f1aba
182,"Malvaldi, Marco",Scacco Alla Torre,9788860195340,Felici Editore,2011-01-01,"Romanzi,",,124,"Marco Malvaldi, in queste pagine, ha immaginato una sorta di passeggiata nella sua città natale. I luoghi fisici si animano di aneddoti, impressioni, emozioni e ricordi in uno stile divertente e ironico che fa di Pisa una città di tutti e per tutti.",Travel / Essays & Travelogues,c030abbf1648859d41ef17568272e19b
183,"Malvaldi, Marco",Odore Di Chiuso,9788838925443,Sellerio,2011-01-03,"Romanzi,",Italian Edition,198,"In un castello della Maremma toscana vicino alla Bolgheri di Giosuè Carducci, arriva un venerdì di giugno del 1895 l'ingombrante e baffuto Pellegrino Artusi. Lo precede la fama del suo celebre ""La scienza in cucina e l'arte di mangiar bene"", il brioso e colto manuale di cucina, primo del genere, con cui ha inventato la tradizione gastronomica italiana. Ma quella di gran cuoco è una notorietà che non gli giova del tutto al castello, dove dimora la famiglia del barone Romualdo Bonaiuti, gruppo tenacemente dedito al nulla. La formano i due figli maschi, Gaddo, dilettante poeta che spera sempre di incontrare Carducci, e Lapo, cacciatore di servette e contadine; la figlia Cecilia, di talento ma piegata a occupazioni donnesche; la vecchia baronessa Speranza che vigila su tutto dalla sua sedia a rotelle; la dama di compagnia che vorrebbe solo essere invisibile, e le due cugine zitelle. In più, la numerosa servitù, su cui spiccano la geniale cuoca, il maggiordomo Teodoro, e l'altera e procace cameriera Agatina. Contemporaneamente al cuoco letterato è giunto al castello il signor Ciceri, un fotografo: cosa sia venuto a fare al castello non è ben chiaro, come in verità anche l'Artusi. In questo umano e un po' sospetto entourage, piomba gelido il delitto. Teodoro è trovato avvelenato e poco dopo una schioppettata ferisce gravemente il barone Romualdo. I sospetti seguono la strada più semplice, verso la povera Agatina. Sarà Pellegrino Artusi a dare al delegato di polizia le dritte per ritrovare la pista giusta.",Fiction / Mystery & Detective / Historical,28b2a06d8fd9587c946ad5b46707bfa3
184,"Malvaldi, Marco",La Briscola in Cinque,9788838922190,Sellerio,2007-08-01,"Romanzi,",BarLume (1)|Bar Lume (1)|Italian Edition,184,"La rivalsa dei pensionati. Da un cassonetto dell'immondizia in un parcheggio periferico, sporge il cadavere di una ragazza giovanissima. Siamo in un paese della costa intorno a Livorno, l'immaginaria Pineta, ""diventata località balneare di moda a tutti gli effetti, e quindi la Pro Loco sta inesorabilmente estinguendo le categorie dei vecchietti rivoltandogli contro l'architettura del paese: dove c'era il bar con le bocce hanno messo un discopub all'aperto, in pineta al posto del parco giochi per i nipoti si è materializzata una palestra da body-building all'aperto, e non si trova più una panchina, solo rastrelliere per le moto"". L'omicidio ha l'ovvio aspetto di un brutto affare tra droga e sesso, anche a causa della licenziosa condotta che teneva la vittima, viziata figlia di buona famiglia. E i sospetti cadono su due amici della ragazzina nel giro delle discoteche. Ma caso vuole che, per amor di maldicenza e per ammazzare il tempo, sul delitto cominci a chiacchierare, discutere, contendere, litigare e infine indagare il gruppo dei vecchietti del BarLume e il suo barista. In realtà è quest'ultimo il vero svogliato investigatore. I pensionati fanno da apparato all'indagine, la discutono, la spogliano, la raffinano, passandola a un comico setaccio di irriverenze. Sicché, sotto all'intrigo giallo, spunta la vita di una provincia ricca, civile, dai modi spicci e dallo spirito iperbolico, che sopravvive testarda alla devastazione del consumismo turistico modellato dalla televisione.",Fiction / Mystery & Detective / General,6ed8e50202c50989de2bee9cabf11d59
185,"Augias, Corrado","I Segreti Di New York. Storie, Luoghi E Personaggi Di Una Metropoli",9788804499091,Mondadori,2001-01-01,"Romanzi,",,350,"Tanto si è parlato, visto e scritto di New York. Ma, dietro lo scintillio dei grattacieli, restano ancora molte storie da raccontare. E negli angoli rimasti intatti, nei ""luoghi maledetti, luoghi spariti"", Augias ritrova i fili del romanzo segreto della città e ne delinea un itinerario fascinoso e anticonvenzionale.",Social Science / Sociology / Urban,881e127d2d85c1a63bf086a32dbf199e
186,"Satrapi, Marjane|Gasparini, Gianluigi|Nobecourt, Agnès|Sparagana, Cristina",Persepolis,9788817034777,Rizzoli Lizard,2007-12-10,"Romanzi,",Persepolis,354,"Persepolis non è solo il primo fumetto iraniano ma è anche un romanzo di formazione che testimonia come la gente comune riesce a sopravvivere alla repressione politica e alla guerra. Una bambina di Teheran ci accompagna dalla propria infanzia all'adolescenza, mentre crolla il regime della Scià, trionfa la rivoluzione islamica, scoppia la guerra con l'Iraq. Attraverso gli occhi di Marjane, figlia unica di genitori progressisti, e della sua famiglia, prende forma l'accumularsi di tutte quelle vicende che trascinano un paese moderno in un regime fondamentalista.",Comics & Graphic Novels / General,73723e293952d0e4e3d7005395b30a7d
187,"Augias, Corrado|Pesce, Mauro|Corrado; PESCE, Mauro AUGIAS",Inchiesta Su Gesù: Chi Era L'uomo Che Ha Cambiato Il Mondo,9788804560012,Mondadori,2006-09,"Romanzi,",,263,"Chi era davvero, nella sua fisicità di carne, sangue, muscoli, l'uomo che circa duemila anni fa percorse la terra d'Israele, parlò alle folle, guarì gli ammalati, lanciò uno straordinario messaggio di speranza e finì straziato su un patibolo infame? Corrado Augias ha dialogato su questo tema con uno dei massimi biblisti italiani, Mauro Pesce, rivolgendogli quelle stesse domande che molti di noi, cristiani e non cristiani, si pongono: sul periodo storico nel quale Gesù visse, sulle sue parole, sulla sua vita, sulla sua morte, sui tanti testi che ne parlano, sulla nascita di una religione che da lui prese il nome, anche se egli non ha mai detto di volerla fondare. Ne è uscito un libro straordinario che ha suscitato un aspro quanto vivace dibattito e che soprattutto mette in luce alcuni degli aspetti meno conosciuti e più umani del profeta ebreo Yehoshua: una personalità complessa, mai svelata per intero nemmeno a chi gli era più vicino, una figura profondamente solitaria, coerente con i suoi principi fino alla morte in croce.",Religion / Christian Theology / Christology,d660173c61912fe13619a4ea8086d90c
188,"Augias, Corrado",I Segreti D'italia,9788817060820,Rizzoli,2012-01-01,"Romanzi,",,306,"Leopardi l’ha percorsa a disagio, sballottato in una carrozza, Shelley ci ha lasciato la vita, Garibaldi la salute: è l’Italia, da tempo immemorabile vituperata e ammirata, un Paese che pensiamo di conoscere ma che nasconde in ogni città, in ogni suo angolo un segreto. Compreso il più sconcertante: come mai le cose sono andate come sono andate? Come ha potuto diventare, questa penisola allungata di sbieco nel Mediterraneo tra mondi diversi, allo stesso tempo la patria dei geni e dei lazzaroni, la culla della<br>bellezza e il pozzo del degrado? Questo libro tenta una spiegazione in forma di racconto, accompagnandoci dalle cupe atmosfere della Palermo di Cagliostro all’elegante<br>corte di Maria Luigia a Parma, dalla nascita del ghetto di Venezia alla eroica fiammata dell’insurrezione napoletana contro i nazisti. Nel suo racconto dell’antropologia italiana,<br>Augias mette a confronto due libri antitetici come Cuore di De Amicis e Il piacere di D’Annunzio, ricorda<br>le truci storie di briganti che affascinarono Stendhal, celebra la resurrezione postbellica di Milano attraverso le glorie della Scala e del Piccolo Teatro, ma constata anche<br>la decadenza di una classe dirigente... Il risultato è il romanzo di una nazione, i cui protagonisti sono i luoghi, le opere, i monumenti, gli angoli oscuri del nostro Paese, le pagine della sua letteratura ma anche le storie esemplari<br>o terribili nascoste nelle pieghe della cronaca. Perché è la memoria – della storia, dell’arte e del sangue – che fa degli<br>italiani quello che sono, il solo strumento per illuminare<br>i segreti coperti o dimenticati che riaffiorano puntuali a scandire il loro presente. Nel condurci in questa scoperta, Augias mescola vicende realmente accadute, ricordi personali, incontri intellettuali, suggestioni letterarie e opere d’arte di un’Italia ideale e paradossalmente più vera, perché “non basta guardarla com’è oggi l’Italia; per cercare di capire bisogna ricordare anche le molte vicende del suo passato, la dimensione immaginaria degli eventi, le sue ‘chimere’.”",Social Science / Popular Culture,1676b297f706652047a270e96106c0bc
189,"Augias, Corrado|Corrado, Augias","I Segreti Di Roma. Storie, Luoghi E Personaggi Di Una Capitale",9788804543992,Mondadori,2005-12,"Romanzi,",,422,"Dopo ""I segreti di Parigi"", ""I segreti di New York"" e ""I segreti di Londra"", Corrado Augias racconta il volto segreto della nostra capitale e le molte storie che hanno contribuito a renderla immortale. In quindici capitoli emerge il quadro complessivo di una città contraddittoria nella quale ogni sentimento umano ha trovano la scena per la sua rappresentazione. Dalla rozzezza dei suoi primi abitanti capitanati da Romolo alla gloria del Rinascimento, fino alle illusioni di Cinecittà, Augias tratteggia ritratti celebri, ricostruisce delitti famosi, narra retroscena in una cavalcata attraverso la storia della città eterna.",Social Science / Sociology / Urban,3d310df869596d0383280bbd85f4b90e
190,"Altan, Francesco Tullio|Altan, ",I Classici Del Fumetto Di Repubblica N. 10: L'arte Di Altan,,Gruppo Editoriale L'espresso,2003-04-25,"Romanzi,",,271,"Nei tre racconti che aprono questa raccolta, Colombo, Franz e Casanova, Altan riesce a fare a pezzetti i nostri libri di storia, geografia e catechismo, e a distruggere molte altre nostre certezze. La verità di Altan è antistorica e rozza, dura, dissacrante, sporca: non ci sono eroi nei suoi racconti, non ci sono grandi progetti, né gesta da tramandare nel tempo. Cristoforo Colombo mette a rischio la vita degli altri per una vaga ambizione, mentre Franz vuole diventare santo per una ripicca familiare. In questo vasto e caotico affresco riesce a emergere solo lui, l'autore, con il suo tratto inconfondibile e i commenti fuori quadro, unici nella storia del fumetto. Chiudono il volume alcune storie brevi: Zago Oliva; Una giornata indimenticabile; Da Maracaibo; Gloria; Tentazione shantung; Viva Las Vegas e Forza, Poldo.",,f0ef748d4b5e578b2a09ccae5623eb93
191,"Schine, Cathleen|Bortolussi, Stefano|Shapton, Leanne",I Newyorkesi,9788804581314,Mondadori,2008-01-01,"Romanzi,",,285,"Al riparo dal traffico e dal trambusto cittadino dell'Upper West Side, vicino a Central Park, c'è un piccolo quartiere tranquillo, lontano dai grattacieli e dalle residenze importanti. È qui che vivono Jody, Polly, Simon, Everett, e tanti altri. Uomini e donne diversi per età, cultura, professioni, sogni e delusioni, ma accomunati dal fatto di avere un amico: a quattro zampe. E così, complici le passeggiate con i loro cani, persone spesso sole, riservate, talvolta un po' eccentriche, che mai si sarebbero incontrate altrimenti, si conoscono, stringono amicizia o si innamorano, a volte si lasciano. Tutto sullo sfondo di una New York magica e reale al tempo stesso che è la vera, suggestiva protagonista di questo romanzo raffinato e soffuso di lieve malinconia, una città alla quale la Schine dedica in queste pagine la sua più bella lettera d'amore.",Fiction / Romance / General,c2337208f2a9277d28c403a511fa008d
192,"Himanen, Pekka|Torvalds, Linus|Castells, Manuel|Zucchella, Fabio",L'etica Hacker E Lo Spirito Dell'età Dell'informazione,9788807817458,Feltrinelli,2003-01-01,"Romanzi,",,172,"Gli hacker non sono soltanto i pirati che rubano in maniera fraudolenta dati o inventano infernali virus che rovinano i computer, ma sono anche coloro che, grazie allo sforzo collettivo e alla condivisione dei propri saperi, costruiscono strumenti tecnologici innovativi. L'etica hacker non concepisce l'orario di lavoro compartimentato secondo gli schemi fordisti (si timbra il cartellino, si fanno 8 ore ed il weekend si passa ad accudire i bambini) ma condivide un'etica di impegno appassionato rispetto all'oggetto del proprio lavoro, senza risparmiarsi e privilegiando i valori di privacy, eguaglianza e scambio dei saperi.",Philosophy / Ethics & Moral Philosophy,99a73f2ed110855b8fcf9858a0fa48e6
193,"Ferguson, Will|Buzzi, Andrea|Buzzi, A.",Felicità®,9788807817984,Feltrinelli,2004-04-23,"Romanzi,",Italian Edition,302,"Il compito di Edwin de Valu, giovane editor in una casa editrice newyorkese, è quello di pubblicare manuali di autoaiuto, metter mano nel ""pigna purulenta"" di manoscritti che arrivano non richiesti in un flusso ininterrotto e di scrivere lettere di cortese rifiuto ai loro autori. Ed è proprio questa pigna purulenta che Edwin sta esaminando di corsa una mattina, prima di una riunione, scrivendo una lettera via l'altra, fino a quando s'imbatte in un dattiloscritto elefantiaco, di mille pagine, intitolato <em>Quello che ho imparato sulla montagna</em>. Irritato, oltre che dalla mole, anche dal tono dell'autore, Edwin cestina il libro e manda via la lettera con insolita solerzia prima di catapultarsi in riunione, dove, con orrore, scopre di dover trovare un bestseller in tempi rapidissimi. È così che, dopo diverse peripezie, il mostruoso dattiloscritto diventa un libro che ai lettori promette aiuto in ogni aspetto della vita, dal peso al sesso, dall'alcol al fumo, dall'autostima al guadagno. In breve, promette di rendere tutti felici. Attraverso un inesorabile tam tam fra i lettori, il libro esplode, ne vengono vendute milioni di copie e il mondo si trasforma davvero in un luogo... dannatamente felice. Con il conseguente crollo dei rami d'industria sorti per andare incontro alle insoddisfazioni dell'esistenza: palestre, centri fitness, moda, tabacco, alcol, droga ecc. Con acutezza, sarcasmo e senso dell'umorismo Ferguson prende in giro il mondo dell'editoria, gli scrittori e i lettori di manuali di aiutoaiuto, la filosofia new age e lo spasmodico edonismo dei nostri tempi. Trecento pagine avvincenti come un thriller, ma anche colme di un'amarezza mascherata dall'ironia: la civiltà occidentale è cresciuta spinta dal desiderio di felicità che, se veramente raggiunta, sembra invece portare all'annullamento dell'uomo.",Fiction / General,b6f95158e8902c5eed28e0531959ebc0
